7D0-01-01,xx**,xxxx,xxxx,Extended Play (EP) & Extended Play Time (EPT) & Clock Master (CM) & 10 Minute Clock (MC) & CAN Steering Wheel Control Switches (SWC),,,
,,,,"00=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC not avail",** Not avail (do not log missing messages - also HW SWC),,
,,,,"01=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC CGEA SCCM",** CGEA SCCM (log missing messages against SWC),,
,,,,"02=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWMT",** SWMT=C1MCA and CGEA 1.3 (cursors and OK button over CAN),,
,,,,"03=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWFC",** SWFC=C1MCA (has function buttons),,
,,,,"04=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC not avail","42=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWMT",,
,,,,"05=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC CGEA SCCM","43=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWFC",,
,,,,"06=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWMT","44=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC not avail",,
,,,,"07=EP on, EPT 20mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWFC","45=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC CGEA SCCM",,
,,,,"08=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC not avail","46=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWMT",,
,,,,"09=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC CGEA SCCM","47=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWFC",,
,,,,"0A=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWMT","48=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC not avail",,
,,,,"0B=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWFC","49=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC CGEA SCCM",,
,,,,"0C=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC not avail","4A=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWMT",,
,,,,"0D=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC CGEA SCCM","4B=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWFC",,
,,,,"0E=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWMT","4C=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC not avail",,
,,,,"0F=EP on, EPT 20mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWFC","4D=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC CGEA SCCM",,
,,,,"10=EP on, EPT 20mins, CM IPC, MC disabled, SWC not avail","4E=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWMT",,
,,,,"11=EP on, EPT 20mins, CM IPC, MC disabled, SWC CGEA SCCM","4F=EP on, EPT 40mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWFC",,
,,,,"12=EP on, EPT 20mins, CM IPC, MC disabled, SWC SWMT","50=EP on, EPT 40mins, CM IPC, MC disabled, SWC not avail",,
,,,,"13=EP on, EPT 20mins, CM IPC, MC disabled, SWC SWFC","51=EP on, EPT 40mins, CM IPC, MC disabled, SWC CGEA SCCM",,
,,,,"14=EP on, EPT 20mins, CM IPC, MC enabled, SWC not avail","52=EP on, EPT 40mins, CM IPC, MC disabled, SWC SWMT",,
,,,,"15=EP on, EPT 20mins, CM IPC, MC enabled, SWC CGEA SCCM","53=EP on, EPT 40mins, CM IPC, MC disabled, SWC SWFC",,
,,,,"16=EP on, EPT 20mins, CM IPC, MC enabled, SWC SWMT","54=EP on, EPT 40mins, CM IPC, MC enabled, SWC not avail",,
,,,,"17=EP on, EPT 20mins, CM IPC, MC enabled, SWC SWFC","55=EP on, EPT 40mins, CM IPC, MC enabled, SWC CGEA SCCM",,
,,,,"18=EP on, EPT 20mins, CM reserved, MC disabled, SWC not avail","56=EP on, EPT 40mins, CM IPC, MC enabled, SWC SWMT",,
,,,,"19=EP on, EPT 20mins, CM reserved, MC disabled, SWC CGEA SCCM","57=EP on, EPT 40mins, CM IPC, MC enabled, SWC SWFC",,
,,,,"1A=EP on, EPT 20mins, CM reserved, MC disabled, SWC SWMT","58=EP on, EPT 40mins, CM reserved, MC disabled, SWC not avail",,
,,,,"1B=EP on, EPT 20mins, CM reserved, MC disabled, SWC SWFC","59=EP on, EPT 40mins, CM reserved, MC disabled, SWC CGEA SCCM",,
,,,,"1C=EP on, EPT 20mins, CM reserved, MC enabled, SWC not avail","5A=EP on, EPT 40mins, CM reserved, MC disabled, SWC SWMT",,
,,,,"1D=EP on, EPT 20mins, CM reserved, MC enabled, SWC CGEA SCCM","5B=EP on, EPT 40mins, CM reserved, MC disabled, SWC SWFC",,
,,,,"1E=EP on, EPT 20mins, CM reserved, MC enabled, SWC SWMT","5C=EP on, EPT 40mins, CM reserved, MC enabled, SWC not avail",,
,,,,"1F=EP on, EPT 20mins, CM reserved, MC enabled, SWC SWFC","5D=EP on, EPT 40mins, CM reserved, MC enabled, SWC CGEA SCCM",,
,,,,"20=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC not avail","5E=EP on, EPT 40mins, CM reserved, MC enabled, SWC SWMT",,
,,,,"21=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC CGEA SCCM","5F=EP on, EPT 40mins, CM reserved, MC enabled, SWC SWFC",,
,,,,"22=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWMT","60=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC not avail",,
,,,,"23=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWFC","61=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC CGEA SCCM",,
,,,,"24=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC not avail","62=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWMT",,
,,,,"25=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC CGEA SCCM","63=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC SWFC",,
,,,,"26=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWMT","64=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC not avail",,
,,,,"27=EP on, EPT 30mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWFC","65=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC CGEA SCCM",,
,,,,"28=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC not avail","66=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWMT",,
,,,,"29=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC CGEA SCCM","67=EP on, EPT 60mins, CM APIM (NA Market CGEA 1.2), MC enabled, SWC SWFC",,
,,,,"2A=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWMT","68=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC not avail",,
,,,,"2B=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWFC","69=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC CGEA SCCM",,
,,,,"2C=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC not avail","6A=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWMT",,
,,,,"2D=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC CGEA SCCM","6B=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC disabled, SWC SWFC",,
,,,,"2E=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWMT","6C=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC not avail",,
,,,,"2F=EP on, EPT 30mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWFC","6D=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC CGEA SCCM",,
,,,,"30=EP on, EPT 30mins, CM IPC, MC disabled, SWC not avail","6E=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWMT",,
,,,,"31=EP on, EPT 30mins, CM IPC, MC disabled, SWC CGEA SCCM","6F=EP on, EPT 60mins, CM BCM (C1MCA and CGEA 1.3), MC enabled, SWC SWFC",,
,,,,"32=EP on, EPT 30mins, CM IPC, MC disabled, SWC SWMT","70=EP on, EPT 60mins, CM IPC, MC disabled, SWC not avail",,
,,,,"33=EP on, EPT 30mins, CM IPC, MC disabled, SWC SWFC","71=EP on, EPT 60mins, CM IPC, MC disabled, SWC CGEA SCCM",,
,,,,"34=EP on, EPT 30mins, CM IPC, MC enabled, SWC not avail","72=EP on, EPT 60mins, CM IPC, MC disabled, SWC SWMT",,
,,,,"35=EP on, EPT 30mins, CM IPC, MC enabled, SWC CGEA SCCM","73=EP on, EPT 60mins, CM IPC, MC disabled, SWC SWFC",,
,,,,"36=EP on, EPT 30mins, CM IPC, MC enabled, SWC SWMT","74=EP on, EPT 60mins, CM IPC, MC enabled, SWC not avail",,
,,,,"37=EP on, EPT 30mins, CM IPC, MC enabled, SWC SWFC","75=EP on, EPT 60mins, CM IPC, MC enabled, SWC CGEA SCCM",,
,,,,"38=EP on, EPT 30mins, CM reserved, MC disabled, SWC not avail","76=EP on, EPT 60mins, CM IPC, MC enabled, SWC SWMT",,
,,,,"39=EP on, EPT 30mins, CM reserved, MC disabled, SWC CGEA SCCM","77=EP on, EPT 60mins, CM IPC, MC enabled, SWC SWFC",,
,,,,"3A=EP on, EPT 30mins, CM reserved, MC disabled, SWC SWMT","78=EP on, EPT 60mins, CM reserved, MC disabled, SWC not avail",,
,,,,"3B=EP on, EPT 30mins, CM reserved, MC disabled, SWC SWFC","79=EP on, EPT 60mins, CM reserved, MC disabled, SWC CGEA SCCM",,
,,,,"3C=EP on, EPT 30mins, CM reserved, MC enabled, SWC not avail","7A=EP on, EPT 60mins, CM reserved, MC disabled, SWC SWMT",,
,,,,"3D=EP on, EPT 30mins, CM reserved, MC enabled, SWC CGEA SCCM","7B=EP on, EPT 60mins, CM reserved, MC disabled, SWC SWFC",,
,,,,"3E=EP on, EPT 30mins, CM reserved, MC enabled, SWC SWMT","7C=EP on, EPT 60mins, CM reserved, MC enabled, SWC not avail",,
,,,,"3F=EP on, EPT 30mins, CM reserved, MC enabled, SWC SWFC","7D=EP on, EPT 60mins, CM reserved, MC enabled, SWC CGEA SCCM",,
,,,,"40=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC not avail","7E=EP on, EPT 60mins, CM reserved, MC enabled, SWC SWMT",,
,,,,"41=EP on, EPT 40mins, CM APIM (NA Market CGEA 1.2), MC disabled, SWC CGEA SCCM","7F=EP on, EPT 60mins, CM reserved, MC enabled, SWC SWFC",,
7D0-01-01,xxxx,*xxx,xxxx,"Auxiliary Input, Climate Control Strategy, Chime Strategy, Type of Volume Knob Display",,,
,,,,"0=Aux Audio Only, CGEA Climate, NA Chimes Strategy, Rotary  ","8=Aux Audio/Video, CGEA Climate, NA Chimes Strategy, Rotary  ",,
,,,,"1=Aux Audio Only, CGEA Climate, NA Chimes Strategy, Horizontal  ","9=Aux Audio/Video, CGEA Climate, NA Chimes Strategy, Horizontal  ",,
,,,,"2=Aux Audio Only, CGEA Climate, EU Chimes Strategy, Rotary  ","A=Aux Audio/Video, CGEA Climate, EU Chimes Strategy, Rotary  ",,
,,,,"3=Aux Audio Only, CGEA Climate, EU Chimes Strategy, Horizontal  ","B=Aux Audio/Video, CGEA Climate, EU Chimes Strategy, Horizontal  ",,
,,,,"4=Aux Audio Only, C1MCA Climate, NA Chimes Strategy, Rotary  ","C=Aux Audio/Video, C1MCA Climate, NA Chimes Strategy, Rotary  ",,
,,,,"5=Aux Audio Only, C1MCA Climate, NA Chimes Strategy, Horizontal  ","D=Aux Audio/Video, C1MCA Climate, NA Chimes Strategy, Horizontal  ",,
,,,,"6=Aux Audio Only, C1MCA Climate, EU Chimes Strategy, Rotary  ","E=Aux Audio/Video, C1MCA Climate, EU Chimes Strategy, Rotary  ",,
,,,,"7=Aux Audio Only, C1MCA Climate, EU Chimes Strategy, Horizontal  ","F=Aux Audio/Video, C1MCA Climate, EU Chimes Strategy, Horizontal  ",,
7D0-01-01,xxxx,x*xx,xxxx,"Speaker Fader in Menu, Android Audio Projection Mode (AAP) Aux Input Installed (AII), Audio Mode (AM), Ignition Type (IT)",,,
,,,,"0=Fader in Sound Menu, AAP AII Enabled, AM Universal, IT Key","8=Fader Not in Sound Menu, AAP AII Enabled, AM Universal, IT Key",,
,,,,"1=Fader in Sound Menu, AAP AII Enabled, AM Universal, IT Push Button","9=Fader Not in Sound Menu, AAP AII Enabled, AM Universal, IT Push Button",,
,,,,"2=Fader in Sound Menu, AAP AII Enabled, AM Unique, IT Key","A=Fader Not in Sound Menu, AAP AII Enabled, AM Unique, IT Key",,
,,,,"3=Fader in Sound Menu, AAP AII Enabled, AM Unique, IT Push Button","B=Fader Not in Sound Menu, AAP AII Enabled, AM Unique, IT Push Button",,
,,,,"4=Fader in Sound Menu, AAP AII Disabled, AM Universal, IT Key","C=Fader Not in Sound Menu, AAP AII Disabled, AM Universal, IT Key",,
,,,,"5=Fader in Sound Menu, AAP AII Disabled, AM Universal, IT Push Button","D=Fader Not in Sound Menu, AAP AII Disabled, AM Universal, IT Push Button",,
,,,,"6=Fader in Sound Menu, AAP AII Disabled, AM Unique, IT Key","E=Fader Not in Sound Menu, AAP AII Disabled, AM Unique, IT Key",,
,,,,"7=Fader in Sound Menu, AAP AII Disabled, AM Unique, IT Push Button","F=Fader Not in Sound Menu, AAP AII Disabled, AM Unique, IT Push Button",,
7D0-01-01,xxxx,xx*x,xxxx,Tuner Type [Single/Dual or Single & Data Tune] (TT) & Vehicle Driver Location (VDL) & WOW Seat (WS) & TMC,,,
,,,,0=TT single & VDL: LHD & WOW not present & TMC disable,8=TT dual & VDL: LHD & WOW not present & TMC disable,,
,,,,1=TT single & VDL: LHD & WOW not present & TMC enable,9=TT dual & VDL: LHD & WOW not present & TMC enable,,
,,,,2=TT single & VDL: LHD & WOW present & TMC disable,A=TT dual & VDL: LHD & WOW present & TMC disable,,
,,,,3=TT single & VDL: LHD & WOW present & TMC enable,B=TT dual & VDL: LHD & WOW present & TMC enable,,
,,,,4=TT single & VDL: RHD & WOW not present & TMC disable,C=TT dual & VDL: RHD & WOW not present & TMC disable,,
,,,,5=TT single & VDL: RHD & WOW not present & TMC enable,D=TT dual & VDL: RHD & WOW not present & TMC enable,,
,,,,6=TT single & VDL: RHD & WOW present & TMC disable,E=TT dual & VDL: RHD & WOW present & TMC disable,,
,,,,7=TT single & VDL: RHD & WOW present & TMC enable,F=TT dual & VDL: RHD & WOW present & TMC enable,,
7D0-01-01,xxxx,xxx*,xxxx,"Digital Audio Broadcast (DAB), Climate Front Zones, Steering Wheel Angle Sensor (SWAS), HD Radio",,,
,,,,"0=DAB Disabled, Dual Zone, SWAS Relative, HD Radio Disabled","8=DAB Enabled, Dual Zone, SWAS Relative, HD Radio Disabled",,
,,,,"1=DAB Disabled, Dual Zone, SWAS Relative, HD Radio Enabled","9=DAB Enabled, Dual Zone, SWAS Relative, HD Radio Enabled",,
,,,,"2=DAB Disabled, Dual Zone, SWAS Absolute, HD Radio Disabled","A=DAB Enabled, Dual Zone, SWAS Absolute, HD Radio Disabled",,
,,,,"3=DAB Disabled, Dual Zone, SWAS Absolute, HD Radio Enabled","B=DAB Enabled, Dual Zone, SWAS Absolute, HD Radio Enabled",,
,,,,"4=DAB Disabled, Single Zone, SWAS Relative, HD Radio Disabled","C=DAB Enabled, Single Zone, SWAS Relative, HD Radio Disabled",,
,,,,"5=DAB Disabled, Single Zone, SWAS Relative, HD Radio Enabled","D=DAB Enabled, Single Zone, SWAS Relative, HD Radio Enabled",,
,,,,"6=DAB Disabled, Single Zone, SWAS Absolute, HD Radio Disabled","E=DAB Enabled, Single Zone, SWAS Absolute, HD Radio Disabled",,
,,,,"7=DAB Disabled, Single Zone, SWAS Absolute, HD Radio Enabled","F=DAB Enabled, Single Zone, SWAS Absolute, HD Radio Enabled",,
7D0-01-01,xxxx,xxxx,*xxx,"I-CAN Diagnostics (ICAN), Smart Auto - Climate (SAC), My Temp - EFP Hard Button Present (MYTEMP), 
Radio Tuner Market - Non RDS Market=NA, RDS Market=Europe, APA, SA",,,
,,,,"0=ICAN Off, SAC Disabled, My Temp Not Available, Non RDS Market  ","8=ICAN On, SAC Disabled, My Temp Not Available, Non RDS Market  ",,
,,,,"1=ICAN Off, SAC Disabled, My Temp Not Available, RDS Market  ","9=ICAN On, SAC Disabled, My Temp Not Available, RDS Market  ",,
,,,,"2=ICAN Off, SAC Disabled, My Temp Available, Non RDS Market  ","A=ICAN On, SAC Disabled, My Temp Available, Non RDS Market  ",,
,,,,"3=ICAN Off, SAC Disabled, My Temp Available, RDS Market  ","B=ICAN On, SAC Disabled, My Temp Available, RDS Market  ",,
,,,,"4=ICAN Off, SAC Enabled, My Temp Not Available, Non RDS Market  ","C=ICAN On, SAC Enabled, My Temp Not Available, Non RDS Market  ",,
,,,,"5=ICAN Off, SAC Enabled, My Temp Not Available, RDS Market  ","D=ICAN On, SAC Enabled, My Temp Not Available, RDS Market  ",,
,,,,"6=ICAN Off, SAC Enabled, My Temp Available, Non RDS Market  ","E=ICAN On, SAC Enabled, My Temp Available, Non RDS Market  ",,
,,,,"7=ICAN Off, SAC Enabled, My Temp Available, RDS Market  ","F=ICAN On, SAC Enabled, My Temp Available, RDS Market  ",,
7D0-01-01,xxxx,xxxx,x*xx,"Rear Climate Controls (RCC), Heated Steering Wheel (HSW), Heated/Cooled Seats HMI",,,
,,,,"0=RCC Not Available, HSW Not Available, Heated/Cooled Seats Not Present","8=RCC Available, HSW Not Available, Heated/Cooled Seats Not Present",,
,,,,"1=RCC Not Available, HSW Not Available, Cooled Seats Present","9=RCC Available, HSW Not Available, Cooled Seats Present",,
,,,,"2=RCC Not Available, HSW Not Available, Heated/Cooled Seats Present","A=RCC Available, HSW Not Available, Heated/Cooled Seats Present",,
,,,,"3=RCC Not Available, HSW Not Available, Heated Seats Present","B=RCC Available, HSW Not Available, Heated Seats Present",,
,,,,"4=RCC Not Available, HSW Available, Heated/Cooled Seats Not Present","C=RCC Available, HSW Available, Heated/Cooled Seats Not Present",,
,,,,"5=RCC Not Available, HSW Available, Cooled Seats Present","D=RCC Available, HSW Available, Cooled Seats Present",,
,,,,"6=RCC Not Available, HSW Available, Heated/Cooled Seats Present","E=RCC Available, HSW Available, Heated/Cooled Seats Present",,
,,,,"7=RCC Not Available, HSW Available, Heated Seats Present","F=RCC Available, HSW Available, Heated Seats Present",,
,,,,Sync 2 must also have Climate Quadrant enabled at 7D0-04-01 xxxx xxx0 xxxx for any seat/HSW icons enabled on home screen,,,
7D0-01-02,*xxx,xxxx,xxxx,"Brand Identification, Hybrid (HEV), Microphone 2",,,
,,,,"0=Ford, Not HEV, Microphone 2 Disabled","8=Lincoln, Not HEV, Microphone 2 Disabled",,
,,,,"1=Ford, Not HEV, Microphone 2 Enabled","9=Lincoln, Not HEV, Microphone 2 Enabled",,
,,,,"2=Ford, HEV, Microphone 2 Disabled","A=Lincoln, HEV, Microphone 2 Disabled",,
,,,,"3=Ford, HEV, Microphone 2 Enabled","B=Lincoln, HEV, Microphone 2 Enabled",,
,,,,4=Reserved,C=Configurable Splash Screen (Not used in Sync 3.4),,
,,,,5=Reserved,D=Reserved,,
,,,,6=Reserved,E=Reserved,,
,,,,7=Reserved,F=Reserved,,
7D0-01-02,x*xx,xxxx,xxxx,"USB2, Navigation (Telenav/NNG), Rear Electronic Feature Panel (REFP) (Rear EFP with Rotary Volume Knob)",,,
,,,,"0=USB2 Disabled, NAV Disabled, Rear EFP Disabled","8=USB2 Enabled, NAV Disabled, Rear EFP Disabled",,
,,,,"1=USB2 Disabled, NAV Disabled, Rear EFP Enabled","9=USB2 Enabled, NAV Disabled, Rear EFP Enabled",,
,,,,"2=USB2 Disabled, NAV Enabled (Telenav Common HMI), Rear EFP Disabled","A=USB2 Enabled, NAV Enabled (Telenav Common HMI), Rear EFP Disabled",,
,,,,"3=USB2 Disabled, NAV Enabled (Telenav Common HMI), Rear EFP Enabled","B=USB2 Enabled, NAV Enabled (Telenav Common HMI), Rear EFP Enabled",,
,,,,"4=USB2 Disabled, NAV Enabled (NNG External HMI), Rear EFP Disabled","C=USB2 Enabled, NAV Enabled (NNG External HMI), Rear EFP Disabled",,
,,,,"5=USB2 Disabled, NAV Enabled (NNG External HMI), Rear EFP Enabled","D=USB2 Enabled, NAV Enabled (NNG External HMI), Rear EFP Enabled",,
,,,,6=Reserved,E=Reserved,,
,,,,7=Reserved,F=Reserved,,
,,,,"NAV: 4=enabled (Sync 2), 2=enabled (Sync 3), 0=disabled (Sync 3)",,,
7D0-01-02,xx*x,xxxx,xxxx,"SD Slot, Display Speed Limit in HMI -Traffic Sign Recognition Installed (SLHMI), Start/Stop Vehicle (SSV), Transmission Type",,,
,,,,"0=SD Slot Present, SLHMI Enabled, Non-SSV, Automatic","8=SD Slot Not Present, SLHMI Enabled, Non-SSV, Automatic",,
,,,,"1=SD Slot Present, SLHMI Enabled, Non-SSV, Manual","9=SD Slot Not Present, SLHMI Enabled, Non-SSV, Manual",,
,,,,"2=SD Slot Present, SLHMI Enabled, SSV, Automatic","A=SD Slot Not Present, SLHMI Enabled, SSV, Automatic",,
,,,,"3=SD Slot Present, SLHMI Enabled, SSV, Manual","B=SD Slot Not Present, SLHMI Enabled, SSV, Manual",,
,,,,"4=SD Slot Present, SLHMI Disabled, Non-SSV, Automatic","C=SD Slot Not Present, SLHMI Disabled, Non-SSV, Automatic",,
,,,,"5=SD Slot Present, SLHMI Disabled, Non-SSV, Manual","D=SD Slot Not Present, SLHMI Disabled, Non-SSV, Manual",,
,,,,"6=SD Slot Present, SLHMI Disabled, SSV, Automatic","E=SD Slot Not Present, SLHMI Disabled, SSV, Automatic",,
,,,,"7=SD Slot Present, SLHMI Disabled, SSV, Manual","F=SD Slot Not Present, SLHMI Disabled, SSV, Manual",,
7D0-01-02,xxx*,xxxx,xxxx,"ECALL Message Stratergy, Non-Metric Units for Nav, Ambient Lighting (AL), Door Keypad Menu (DKM)",,,
,,,,"0=ECALL NA Strategy (CGEA 1.2), Miles/Feet, AL Not Available, DKM Not Available","8=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Feet, AL Not Available, DKM Not Available",,
,,,,"1=ECALL NA Strategy (CGEA 1.2), Miles/Feet, AL Not Available, DKM Available","9=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Feet, AL Not Available, DKM Available",,
,,,,"2=ECALL NA Strategy (CGEA 1.2), Miles/Feet, AL Available, DKM Not Available","A=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Feet, AL Available, DKM Not Available",,
,,,,"3=ECALL NA Strategy (CGEA 1.2), Miles/Feet, AL Available, DKM Available","B=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Feet, AL Available, DKM Available",,
,,,,"4=ECALL NA Strategy (CGEA 1.2), Miles/Yards, AL Not Available, DKM Not Available","C=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Yards, AL Not Available, DKM Not Available",,
,,,,"5=ECALL NA Strategy (CGEA 1.2), Miles/Yards, AL Not Available, DKM Available","D=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Yards, AL Not Available, DKM Available",,
,,,,"6=ECALL NA Strategy (CGEA 1.2), Miles/Yards, AL Available, DKM Not Available","E=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Yards, AL Available, DKM Not Available",,
,,,,"7=ECALL NA Strategy (CGEA 1.2), Miles/Yards, AL Available, DKM Available","F=ECALL EU Strategy (CGEA 1.3 or C1MCA), Miles/Yards, AL Available, DKM Available",,
7D0-01-02,xxxx,*xxx,xxxx,"Fuel Type, HW Steering Wheel Controls (SWC)",,,
,,,,"0=Gas Vehicle, SWAC Not Available","8=CNG Vehicle, SWAC Not Available",,
,,,,"1=Gas Vehicle, SWAC with Volume, PTT, etc. (Variant C)","9=CNG Vehicle, SWAC with Volume, PTT, etc. (Variant C)",,
,,,,"2=Gas Vehicle, SWAC with Mode, Seek, etc. (Variant A)","A=CNG Vehicle, SWAC with Mode, Seek, etc. (Variant A)",,
,,,,3=Reserved,B=Reserved,,
