737-01-01,****,****,**xx,VIN (first 5),,,,,,,,,,,,,,,,,,,,,
737-01-02,****,****,**xx,VIN (6-10),,,,,,,,,,,,,,,,,,,,,
737-01-03,****,****,**xx,VIN (11-15),,,,,,,,,,,,,,,,,,,,,
737-01-04,****,xx,,VIN (16-17),,,,,,,,,,,,,,,,,,,,,
,,,,1=PKAPGB no & PPP & FRCSP no & SRPSP yes,,,,9=PKAPGB yes & PPP & FRCSP no & SRPSP yes,,,,,,,,,,,,,,,,,
,,,,2=PKAPGB no & PPP & FRCSP yes & SRPSP no,,,,A=PKAPGB yes & PPP & FRCSP yes & SRPSP no,,,,,,,,,,,,,,,,,
,,,,3=PKAPGB no & PPP & FRCSP yes & SRPSP yes,,,,B=PKAPGB yes & PPP & FRCSP yes & SRPSP yes,,,,,,,,,,,,,,,,,
,,,,4=PKAPGB no & PPP & FRCSP no & SRPSP no,,,,C=PKAPGB yes & PPP & FRCSP no & SRPSP no,,,,,,,,,,,,,,,,,
,,,,5=PKAPGB no & PPP & FRCSP no & SRPSP yes,,,,D=PKAPGB yes & PPP & FRCSP no & SRPSP yes,,,,,,,,,,,,,,,,,
,,,,6=PKAPGB no & PPP & FRCSP yes & SRPSP no,,,,E=PKAPGB yes & PPP & FRCSP yes & SRPSP no,,,,,,,,,,,,,,,,,
,,,,7=PKAPGB no & PPP & FRCSP yes & SRPSP yes,,,,F=PKAPGB yes & PPP & FRCSP yes & SRPSP yes,,,,,,,,,,,,,,,,,
737-03-01,x*xx,,,Misc Config Data 3 (MCD3) & Misc Config Data 2 (MCD2) & Misc Config Data 1 (MCD1) & Misc Config Data 0 (MCD0),,,,,,,,,,,,,,,,,,,,,
,,,,0=MCD3 no & MCD2 & MCD1 no & MCD0 no,,,,8=MCD3 yes & MCD2 & MCD1 no & MCD0 no,,,,,,,,,,,,,,,,,
,,,,1=MCD3 no & MCD2 & MCD1 no & MCD0 yes,,,,9=MCD3 yes & MCD2 & MCD1 no & MCD0 yes,,,,,,,,,,,,,,,,,
